Element Symbol,symmetry,volume,Compounds
I,Cmce,174.11598837963092,"['AuI', 'BaIF', 'Co3I', 'SmIO', 'AgI', 'NiI', 'CIF5', 'Sb4IO6', 'B5I', 'Ag3SI', 'Bi5IO7', 'RbI', 'IN4', 'IF7', 'Pm3I', 'LiI', 'UIN', 'Cu2IO3', 'PmI', 'NaI', 'LiIO5', 'Ta3Se12I', 'PbIF', 'RuI', 'ThIN', 'YIO', 'Co5Sb15I', 'Ru3I', 'TePdI', 'CuI', 'PH4I', 'IN3', 'ICl', 'Te2I', 'IBr2', 'BaHI', 'Hf3I', 'VIO7', 'Rb2IN3', 'I', 'BiI', 'PuIO', 'HI', 'IF3', 'IN5', 'IO6', 'IO2', 'Ac3I', 'Ag2IO5', 'Ca2PI', 'IrI', 'CI', 'Nb3I', 'NpIO', 'YCI', 'TiI', 'SmIO9', 'IF5', 'Pr3I', 'Pu3I', 'EuIO', 'PrIO', 'Mn3I', 'K3IO5', 'LaIO', 'IBr', 'LiIO', 'ICl2', 'KIO2', 'IO3', 'PICl6', 'HIN2', 'NaIO4', 'LaIO3', 'ICl3', 'KIO3', 'SmI', 'C3IN', 'Ni3I', 'LaCI', 'Bi2IBr', 'SrIF', 'VIO4', 'Sm3I', 'KI', 'H4IN', 'CaHI', 'Sm2IO2', 'Pd3I', 'Nb3Se12I', 'TlI', 'LuIO', 'SrHI', 'TeI', 'Pu2IO10', 'Pb2IO2', 'Nd3I', 'RhI', 'YI', 'CsI', 'Ce3I', 'TmIO', 'Mg16Al12I', 'Sb3IO4', 'NaIO2', 'IN', 'Ba2P7I', 'Mo3I', 'HoIO', 'IN2', 'BiIO', 'Mg149I', 'NdIO', 'HoIO9', 'Bi4I', 'CdIO9', 'Na5IO6', 'Zr3I', 'Gd3I', 'Tc3Se4I', 'Te7As5I', 'B10H13I', 'ScIO', 'H5IO6', 'Ag4SI', 'YIO9', 'CaI', 'Cs3I', 'InI', 'HgI', 'VI', 'SbTeI', 'TbIO9', 'LaI']"
Xe,R-3m,85.78650724921306,"['AsXe2O4F9', 'XeNO2F5', 'CsXeF7', 'HXeNO3F2', 'Sb4Au(Xe2F11)2', 'SrP2(XeF6)3', 'Sb3Au(XeF9)2', 'MgAs2(XeF9)2', 'SbXeF11', 'Fe4AgXeF5', 'Sb2XeClF11', 'Os2Xe(O3F5)2', 'PtXeF11', 'Xe2NO2F13', 'BaRu2Xe5F22', 'P6Pb3Xe11F58', 'SbXeO2F7', 'Fe4AgAs(XeF3)2', 'Hg2Te4Xe3(O2F13)2', 'Na4W8XeO6', 'Sb3Au2Xe2F19', 'XeO3', 'Sb3S2XeN(O2F9)2', 'CdAs2(XeF5)4', 'NbXeF11', 'Sb2XeF12', 'BC6XeF11', 'CsXe3O3F13', 'AsSXe2(OF3)3', 'BaP2(XeF5)4', 'Ni(XeF7)4', 'Sb2AsAuXeF14', 'H42C48Xe(ClO2)3', 'CuSb2(XeF8)2', 'OsXe(O2F3)2', 'Hg2Sb7H2Xe3F59', 'Sb5(XeF20)2', 'SbXeOF9', 'Sb2XeF14', 'Sb2XeF13', 'MnSb3XeF23', 'AuXe2F17', 'AsXe2BrOF12', 'Ca2As4Xe5F34', 'SbXeF7', 'K4XeO15', 'AsXe(OF2)3', 'TeAsXeO2F11', 'AsXeO2F7', 'MgSb3XeF23', 'AgAs(XeF5)2', 'Nd2As6Xe5F46', 'BaSb2Xe5F22', 'MgAs2(XeF8)2', 'SrAs2(XeF6)3', 'SbXeF9', 'CuSb3XeF23', 'Pd(XeF8)2', 'AuXeF9', 'Te2Xe(O2F5)2', 'HgAs2Xe5F22', 'CdB2XeF10', 'Sb2Au(XeF6)2', 'HgP2Xe5F22', 'CaAs2(XeF5)4', 'LiAs(XeF4)3', 'XeF2', 'BaNb2Xe5F22', 'Re4Xe3(O5F7)2', 'CuSb2(XeF5)4', 'CdP2Xe5F22', 'Te2Xe(OF5)2', 'HgSb3XeF17', 'Cr2XeF10', 'AsS2XeN2F13', 'Bi2XeF12', 'XeF4', 'ZnSb2(XeF4)6', 'OsXe2O3F14', 'HgSb2Xe5F22', 'SbIrXeF12', 'Xe', 'RuXeF11', 'AsSXeNF10', 'SbXe2F9', 'ZnSb3XeF23', 'HXeF7', 'Te4Xe(OF5)4', 'As2Pb(XeF6)3', 'CuSb2(XeF4)6', 'TcXeO4F5', 'S2XeNO4F3', 'Xe(OF)2', 'CrXeF6', 'CaP2Xe5F22', 'BiXeF9', 'XeF3', 'BaAs2Xe5F22', 'MgAs2(XeF5)4', 'Sb2XeF16', 'XeF6', 'XeN2(OF4)2', 'Sb2XeF15', 'Na4XeO12', 'AsXeF11', 'AsXe2F9', 'AsXe2OF10', 'CoSb3XeF23', 'BC10XeF17', 'SbXe2OF15', 'BiXeF7', 'Ca2As4(Xe3F14)3', 'S2Xe(O3F)2', 'AgXeF9', 'VXe2F17', 'TeAsHXeNF11', 'Cr4Xe5F44', 'RuXeF7', 'AsXeF7', 'NiSb3XeF23', 'CrXeF10', 'XeNO3F', 'XeIF7', 'Sb4Xe2F19', 'SbTe7SXeCl(OF4)9', 'HXe2F15', 'SXeO3F2', 'AgP(XeF5)2', 'GeXeF10', 'P2Pb(XeF6)3', 'WXeOF6', 'OsXeO3F8', 'K2Na2H16XeO14', 'Na4XeO14', 'KXeO3F', 'Cs2Xe(BrF7)4', 'Ni(XeF8)2', 'Fe4AgP(XeF3)2']"
Cs,I4/mmm,983.1042254716456,"['CsNa3', 'CsAc3', 'CsCr5S8', 'CsLa3', 'CsHg2', 'CsMnSe2', 'CsRb3', 'CsH3', 'CsCu4S3', 'CsPb3', 'CsN3', 'CsHF2', 'CsK', 'CsTe4', 'CsYb3', 'CsSn3', 'CsCd13', 'CsV5S8', 'CsPuO3', 'CsO2', 'CsBi', 'CsNdTe4', 'CsGd', 'CsN', 'CsMg6Nb', 'CsV5Se8', 'CsSn', 'CsC10', 'CsPa3', 'CsCr5Se8', 'CsMg149', 'CsMnAs', 'CsSO4', 'CsBi2', 'CsTi2Cl7', 'CsI4', 'CsAsO4', 'CsK2', 'CsSb', 'CsClO3', 'CsHo3', 'Cs(CO)2', 'CsZn8', 'CsHgCl3', 'CsZn4P3', 'CsMnTe2', 'CsAc', 'CsCrCl3', 'CsBr2F', 'CsAuC2', 'CsBr3', 'CsSnF3', 'CsLi2Br3', 'CsNd3', 'CsS', 'CsBeH3', 'CsHg', 'CsK2Pt', 'CsSe', 'CsC8', 'CsHg5Cl11', 'CsAg3S2', 'CsAg3Se2', 'CsEu', 'CsMg15', 'CsTh', 'CsMg7', 'CsAl', 'CsNd', 'CsLa', 'CsU2F9', 'CsGdTe4', 'CsLi2I3', 'CsCoF4', 'CsHo', 'CsFe4As3', 'CsHg3', 'CsNp3', 'CsTlO', 'CsCa3', 'CsBi4Se7', 'CsC', 'CsGa7', 'CsCl', 'CsLi3F4', 'CsEu3', 'CsTe7', 'CsBO6', 'CsMg6Ti', 'CsPbCl3', 'CsP7', 'CsSe4', 'CsCe', 'CsSrCl3', 'CsF', 'Cs(CrS2)2', 'CsSi', 'CsPO4', 'CsPm', 'CsAu', 'CsHg2Br5', 'CsB', 'CsTi5Se8', 'CsN2', 'CsRb', 'CsMg3', 'Cs(MoO3)3', 'CsNaF3', 'CsBr', 'CsNa2', 'CsY', 'CsSnI3', 'CsI3', 'CsCd4As3', 'CsTe', 'CsCu4Se3', 'CsIr', 'CsTaN2', 'CsI', 'CsIn3', 'CsAg3Te2', 'CsC15', 'CsDyBr3', 'CsH', 'CsBa3', 'CsPr3', 'CsPSe6', 'CsCu5S3', 'CsO3', 'CsCr5Te8', 'CsGa3', 'CsTmBr3', 'CsGe', 'CsSeBr3', 'CsZn4As3', 'CsV3O8', 'CsK3', 'CsPb2Cl5', 'Cs', 'CsIn5S8', 'Cs(Bi2Te3)2', 'CsS3', 'CsSr3']"
Ba,Im-3m,129.9981809751681,"['Rb3Ba', 'BaO2', 'BaAl2', 'BaSi23', 'BaSm3', 'BaPd5', 'BaTe3', 'BaCl2', 'BaAg5', 'BaBr3', 'BaS3', 'BaC10', 'BaPd2', 'BaPr', 'BaSr4', 'BaN6', 'BaZn', 'BaCu13', 'BaRh2', 'BaMg', 'BaBi5', 'BaO', 'BaPm3', 'BaSi2', 'BaCe3', 'BaF2', 'BaAl', 'BaSr3', 'BaMg3', 'BaTe2', 'BaSe3', 'BaGa2', 'BaP10', 'BaP8', 'BaTe', 'BaPa3', 'BaBi3', 'BaSi', 'BaSb3', 'BaF3', 'BaI2', 'BaAg', 'BaPt', 'BaTh3', 'BaYb3', 'BaMg2', 'BaTb', 'BaCd3', 'BaRe3', 'BaGa4', 'BaP2', 'BaTh', 'BaTl4', 'BaO10', 'BaNd', 'K3Ba', 'BaC20', 'BaHg', 'BaIn4', 'BaZn13', 'BaAs3', 'BaB6', 'BaAu', 'BaDy', 'BaPm', 'BaSn5', 'BaBe13', 'BaAg2', 'BaO5', 'BaPb3', 'BaCd11', 'BaSb2', 'BaCu', 'BaGe6', 'BaNa', 'BaFe12', 'BaEu3', 'BaH2', 'BaPt5', 'BaLi4', 'BaGe2', 'BaHg2', 'BaPt2', 'BaNa2', 'BaSn2', 'BaCe', 'BaLa3', 'BaHg11', 'BaHg6', 'BaAc3', 'BaAu2', 'BaAl4', 'BaP3', 'BaO6', 'BaTl3', 'BaCa', 'BaC6', 'BaO3', 'BaAu5', 'BaS2', 'BaCd', 'BaN2', 'BaGe3', 'BaSe2', 'Ba', 'BaMg15', 'BaHg3', 'BaC', 'BaSn3', 'BaN', 'BaS', 'BaO4', 'BaSe', 'BaTl2', 'BaBr2', 'BaC2', 'BaCa3', 'BaMn28', 'BaMg149', 'BaMg7', 'BaPd']"
La,P6_3/mmc,150.28863578550227,"['LaS', 'LaYb3', 'LaZn', 'LaIr2', 'LaGe2', 'LaBi', 'CaLa', 'LaTl3', 'LaNi2', 'LaMg', 'LaPt3', 'LaCd', 'LaU3', 'LaCu2', 'LaB4', 'LaSe', 'LaIr3', 'LaS2', 'LaAg', 'LaMg12', 'LaN', 'LaRu2', 'LaP3', 'LaZn3', 'LaN3', 'LaPb3', 'LaH20', 'LaPb2', 'LaAu3', 'LaSi2', 'LaY3', 'LaAg5', 'LaZn11', 'LaHg3', 'LaPm3', 'LaTb3', 'LaPt5', 'LaPd5', 'LaCu13', 'LaIr5', 'LaF3', 'LaTl', 'LaF2', 'Ba3La', 'Sr3La', 'LaIn', 'LaOs2', 'LaCo', 'LaO3', 'LaC2', 'LaNp3', 'LaAl4', 'LaTe2', 'LaHg2', 'LaRh3', 'LaDy', 'LaNi3', 'LaAs2', 'LaSe3', 'LaSi10', 'LaSn3', 'LaIn3', 'LaPd2', 'CsLa', 'LaAl3', 'LaPu3', 'LaP7', 'LaBr3', 'LaMg15', 'Ac3La', 'LaI2', 'LaNd3', 'LaCd11', 'LaSi5', 'LaMg2', 'LaCe3', 'LaGa6', 'LaNi5', 'LaTa3', 'LaP', 'LaCu4', 'LaCo13', 'AcLa', 'Li3La', 'LaHg', 'LaEr3', 'LaAg3', 'LaCo2', 'LaGa2', 'LaCe', 'NaLa', 'LaPr3', 'Na3La', 'LaSe2', 'La', 'LaBi3', 'LaFe9', 'LaCd3', 'LaBe13', 'LaY', 'LaO2', 'LaBr2', 'LaO', 'LaAs', 'LaCl3', 'LaCo5', 'LaV', 'LaPd3', 'LaPt2', 'LaAs3', 'LaCe4', 'LaBr', 'LaH3', 'LaCl', 'LaAl2', 'LaH2', 'LaZn13', 'LaCd2', 'LaSb', 'LaB6', 'LaC', 'LaGd3', 'LaRh2', 'LaTh', 'LaZn5', 'LaTe', 'LaMg3', 'LaP5', 'LaCu5', 'LaF', 'LaMg7', 'LaSm3', 'LaCu6', 'LaI']"
Ce,Fm-3m,25.50164500404376,"['CeC2', 'CeCo5', 'CeTl', 'CePr3', 'CeS3', 'CeMg2', 'CeMg7', 'CeOs2', 'CePu', 'CeSb', 'CeBi', 'CeBi3', 'CeS', 'CeGa6', 'CeBr3', 'CeY', 'CeEr3', 'Ba3Ce', 'CePm3', 'CeIr3', 'CeNi5', 'CeS2', 'CePb2', 'CeLu3', 'CeP3', 'Tb2Ce', 'K3Ce', 'CeCu6', 'CeCd2', 'CeMg', 'CeFe5', 'CePu4', 'CeAg', 'CeEr', 'CeZn5', 'CeAl4', 'CeMg15', 'CeZn11', 'CeY3', 'CePd5', 'CeI3', 'CePt5', 'CeGa2', 'CeDy3', 'CeCl3', 'CeMg3', 'CeCd', 'CeCu5', 'CeP5', 'CeF3', 'CeMg12', 'CeCo3', 'CeO2', 'CeF4', 'CeAg2', 'CsCe', 'CeTh', 'Ce', 'La3Ce', 'CeTe2', 'CeGe2', 'BaCe', 'LaCe', 'CeSe2', 'CeO3', 'Ac3Ce', 'CeTm3', 'CeB4', 'CeP2', 'CeSi2', 'Tb3Ce', 'CePd2', 'CeHg2', 'CeIr5', 'CeMg5', 'CeAu6', 'CeH3']"
Pr,Fm-3m,223.68793247843672,"['PrTm3', 'PrGa', 'PrB6', 'PrIn3', 'PrGe5', 'PrZn3', 'PrPt5', 'PrPt2', 'PrTl3', 'PrCu', 'PrGa3', 'BaPr', 'PrAl', 'PrNd', 'PrIr2', 'PrDy3', 'Pm3Pr', 'PrTe', 'PrMg2', 'PrLu3', 'PrCo3', 'PrPd5', 'NaPrF4', 'PrIr3', 'Yb3Pr', 'PrB12', 'PrMg149', 'PrTh', 'PrCu5', 'PrAg', 'PrNi', 'PrBr3', 'PrCd3', 'PrB3', 'PrEr3', 'Pr(WO3)2', 'PrMg3', 'PrMn2', 'PrAu2', 'PrPd3', 'PrCd', 'PrHo', 'PrSi2', 'PrGa2', 'PrHg', 'PrNi2', 'PrF3', 'PrPd', 'Ba3Pr', 'PrC2', 'PrCl3', 'PrO3', 'PrZn5', 'K3Pr', 'PrP5', 'PrGe3', 'Pr(MoO3)2', 'PrB4', 'Na3Pr', 'PrTe3', 'PrCu6', 'PrAl4', 'PrN2', 'PrAu', 'PrH2', 'PrEu3', 'PrZn11', 'PrBi', 'PrS', 'PrNi5', 'PrBi3', 'PrRh2', 'PmPr', 'PrRe2', 'PrRh', 'PrS2', 'PrAs3', 'Li3Pr', 'PrTe2', 'PrP', 'PrCd11', 'PrAl2', 'PrGa6', 'PrN', 'PrBe13', 'Tb2Pr', 'PrW3', 'PrPt', 'PrI6', 'PrCo5', 'Pr', 'PrAu6', 'PrI3', 'PrCu2', 'PrY3', 'Ac3Pr', 'Tb3Pr', 'PrSb', 'PrZn', 'PrSm', 'PrH', 'PrRu2', 'PrSm3', 'PrP2', 'PrMo3', 'PrO', 'PrNi3', 'PrAl3', 'PrOs2', 'PrHo3', 'PrY', 'PrSb3', 'PrIn', 'PrTl', 'PrMg12', 'PrCd2', 'PrPt3', 'Rb3Pr', 'PrSe', 'PrPd2', 'PrZn2', 'PrNd3', 'PrAl22O34', 'PrPb2', 'PrFe2', 'PrMg', 'PrCd6', 'PrAs2', 'PrS3', 'PrPb3', 'PrAs', 'PrGe2', 'PrH3', 'PrAg2', 'PrSn3', 'PrCo2', 'PrSb2', 'PrGe', 'PrHg3', 'PrO2', 'PrSn2', 'PrSi', 'PrSe2', 'PrI2']"
Nd,P6_3/mmc,141.84503754978965,"['NdIn', 'NdI3', 'Pr3Nd', 'NdTa3', 'NdBi', 'NdB6', 'NdN', 'NdAs3', 'NdAl4', 'NdAg2', 'NdAl3', 'Ca3Nd', 'NdAl2', 'NdS2', 'PrNd', 'NdGa6', 'NdHg2', 'NdDy3', 'NdMn2', 'NdNi5', 'NdDy', 'NdCd11', 'NdGd3', 'NdH3', 'NdGd2', 'NdP', 'NdIr5', 'NdZn3', 'Pm3Nd', 'NdCu', 'PmNd', 'NdCd3', 'NdTm3', 'NdS3', 'Nd', 'NdZn5', 'NdPa3', 'NdFe5', 'NdPu3', 'NdSc3', 'NdZn11', 'NdEu3', 'NdCl2', 'NdP3', 'NdCu5', 'NdO2', 'NdO', 'NdMg3', 'NdTh3', 'NdF3', 'NdBr3', 'NdGa3', 'NdEr3', 'NdHg3', 'NdAs', 'NdCd2', 'NdCo5', 'BaNd', 'Ba3Nd', 'NdMg2', 'NdSb', 'NdAl', 'NdTl3', 'NdGe', 'NdI2', 'NdSi2', 'CsNd', 'NdIn3', 'NdBe13', 'NdBr2', 'NdFe2', 'Sr3Nd', 'NdMg12', 'NdAu6', 'NdPd2', 'Tb3Nd', 'NdGa2', 'NdAs2', 'NdTe2', 'NdHo3', 'NdH2', 'NdC2', 'NdIr3', 'NdMn12', 'La3Nd', 'NdNi3', 'NdGa', 'NdHf', 'NdRu2', 'Ac3Nd', 'NdAg', 'NdZr', 'NdCd', 'K3Nd', 'NdRu3', 'NdSe', 'NdCo2', 'NdB4', 'Rb3Nd', 'NdRh2', 'NdPt', 'NdSi', 'NdMg', 'NdCo3', 'NdZn', 'NdPd3', 'NdS', 'NdSm3', 'NdGe2', 'NdPt2', 'NdNi2', 'Yb3Nd', 'NdO3', 'NdAg3', 'NdCo', 'NdTe', 'Li3Nd', 'NdAu3', 'NdTc3', 'Na3Nd', 'NdTh', 'KNd', 'NdPt5', 'NdP5', 'NdTm', 'NdAu', 'NdY3', 'NdGe3', 'NdPt3', 'TbNd', 'NdRh3', 'NdRe2', 'NdCl3', 'NdCu6', 'NdIr2', 'NdP2', 'NdOs2', 'NdLu3', 'NdHg', 'NdSe2', 'NdPb3', 'NdSn3', 'NdMg149', 'NdB12', 'NdTl']"
Pm,P6_3/mmc,138.0936421538299,"['PmY3', 'PmH', 'PmAs3', 'PmSmZn2', 'PmCl3', 'PmTiO3', 'PmAu3', 'PmNdZn2', 'PmErTl2', 'PmTa3', 'PmNdMg2', 'PmMgS3', 'PmHo', 'Ac3Pm', 'Tb3Pm', 'PmCl2', 'PmSm3', 'PmPrIr2', 'PmEuPd2', 'PmLuMg2', 'PmTh3', 'PmGdIn2', 'PmIn3', 'PmGePd2', 'PmEuHg2', 'PmI', 'PmGdCu2', 'PmNp', 'PmHoCu2', 'PmErAl2', 'PmMgTl2', 'PmSmGa2', 'PmS3', 'PmHoIn2', 'PmNdHg2', 'PmNd', 'PmPd3', 'PmN', 'PmHg3', 'PmS', 'PmErZn2', 'PmMn3', 'CaPmMg2', 'Sr3Pm', 'PmErO3', 'PmPa', 'PmPaO4', 'PmSc3', 'LaPmTl2', 'PmSi3', 'PmH3', 'PmI3', 'PmDy3', 'Yb3Pm', 'PmMgSe3', 'LiPmO3', 'PmMg2', 'LaPmZn2', 'PmCu3', 'PmB3', 'PmEuZn2', 'PmSmIr2', 'PmHf', 'PmNdIr2', 'PmMg149', 'PmSmTl2', 'PmSe', 'PmBr3', 'Ce3Pm', 'PmTl3', 'PmBeO3', 'PmNdGa2', 'PmNdIn2', 'BaPm', 'Rb3Pm', 'PmCdCu2', 'PmLuIn2', 'PmNi3', 'PmMg2Sc', 'PmPr', 'PmSe2', 'PmMg', 'PmEu3', 'PmZr', 'PmDyAl2', 'PmGdAl2', 'PmGaPd2', 'La3Pm', 'PmMg3', 'PmHoRu2', 'PmSm', 'PmEuO3', 'PmY', 'PmSnPt2', 'CaPmAg2', 'PmPrHg2', 'K3Pm', 'PmP3', 'PmLuAl2', 'PmCu2Si', 'PmCd3', 'CsPm', 'PmHoAl2', 'Pm(Mg4Al3)4', 'Ba3Pm', 'PmAl3', 'PmTm', 'PmGe3', 'PmErPd2', 'PmLuTl2', 'PmPrZn2', 'PmDyZn2', 'LaPmIr2', 'PmGa3', 'PmNd3', 'LaPmGa2', 'PmSmAl2', 'PmGd3', 'PmSmRu2', 'PmHo3', 'PmMgO3', 'PmWO3', 'PmS2', 'LaPmRu2', 'PmHoIr2', 'PmLu3', 'LaPmMg2', 'PmNdRu2', 'PmPrTl2', 'PmHoZn2', 'Pm', 'PmPr3', 'PmRh3', 'PmPrMg2', 'PmHoTl2', 'PmSn3', 'KPm', 'PmPu3', 'PmTm3', 'Ca3Pm', 'PmBr2', 'PmBi3', 'PmF3', 'LiPmGa2', 'PmInO3', 'PmRuO3', 'PmPuAu2', 'PmGaRh2', 'CePmMg2', 'Na3Pm', 'PmDyTl2', 'PmAg3', 'PmLuZn2', 'PmEuPt2', 'PmHoRh2', 'PmSe3', 'LiPmIn2', 'PmGdHg2', 'PmEr3', 'Li3Pm', 'PmZn3', 'PmEuRh2']"
Sm,P6_3/mmc,135.20776948932632,"['SmSi', 'SmCu', 'SmH2', 'SmCu5', 'SmF3', 'SmI2', 'SmSe', 'SmB4', 'SmGe5', 'SmPd3', 'SmEu3', 'SmGe2', 'SmCl2', 'SmFe3', 'SmI3', 'SmBr', 'SmZn5', 'SmHg3', 'SmFe5', 'SmTe3', 'SmAu3', 'SmPt', 'SmCd', 'SmP5', 'SmRe2', 'SmHg2', 'SmB2', 'SmC6', 'Nd3Sm', 'SmB12', 'SmO3', 'SmB6', 'SmNi', 'SmPu', 'SmMg5', 'SmNi2', 'SmAl5', 'SmPu3', 'K3Sm', 'SmBi', 'SmZn12', 'Ce4Sm', 'SmBi3', 'SmS2', 'SmAs3', 'SmP3', 'SmY3', 'SmBe13', 'SmMg2', 'SmS', 'SmRu2', 'SmH3', 'SmBr3', 'SmPt3', 'Na3Sm', 'SmC2', 'Pr3Sm', 'SmNi5', 'SmPa3', 'SmIn', 'SmZn3', 'SmTh', 'SmFe2', 'SmSn3', 'SmMg3', 'SmCd2', 'SmAl4', 'SmN', 'SmTm3', 'Sm', 'SmPb3', 'CeSm', 'SmC10', 'SmMg149', 'SmAl2', 'SmTh3', 'Pm3Sm', 'SmCu6', 'TbSm', 'La3Sm', 'Rb3Sm', 'PmSm', 'SmPa', 'Yb3Sm', 'SmLu3', 'SmTl3', 'Sr3Sm', 'SmAg', 'SmCl3', 'SmGa3', 'SmI', 'Ce3Sm', 'SmFe12', 'SmZr', 'SmPd', 'SmGa2', 'SmCd11', 'SmBr2', 'SmSi2', 'SmCo5', 'SmAu', 'SmGa', 'SmAs', 'SmEr3', 'SmRh3', 'Tb3Sm', 'SmDy3', 'PrSm', 'Li3Sm', 'SmSe2', 'SmHf', 'SmOs2', 'SmPd2', 'SmCo12', 'SmMn3', 'SmTe', 'SmZn', 'SmPt2', 'SmAl', 'SmGa6', 'SmIn3', 'Ba3Sm', 'SmCo3', 'KSm', 'SmRe3', 'Ca3Sm', 'SmRh2', 'SmO2', 'SmTa3', 'SmP', 'SmSb2', 'SmSn2', 'SmAl3', 'SmGd3', 'SmMn2', 'SmRh', 'SmCo2', 'SmGe3', 'SmNi3', 'SmGe', 'SmTl', 'SmCd3', 'Ac3Sm', 'SmHo3', 'SmAg3', 'SmAu6', 'SmTe2', 'SmF2', 'SmSb', 'SmMg', 'SmO']"
Eu,P6_3/mmc,88.12607338472408,"['Sr3Eu', 'EuBr2', 'EuS3', 'EuMg2', 'EuU3', 'EuTe', 'EuZnIn3', 'Pr3Eu', 'SrEu', 'EuCd11', 'Pm3Eu', 'EuIr2', 'EuMg5', 'EuAu5', 'EuF2', 'EuSn', 'EuZn11', 'EuSe', 'EuAg', 'EuC6', 'EuO', 'EuHg2', 'EuAs', 'EuHo3', 'EuH2', 'EuGa4', 'EuO3', 'EuAg5', 'EuP3', 'EuAu3', 'Ba3Eu', 'EuSb2', 'Eu', 'EuPd2', 'EuGa2', 'EuNi3', 'EuBe13', 'EuAu', 'EuCoGe3', 'EuPb', 'EuCu5', 'EuPd3', 'EuP', 'EuCu', 'EuSi6', 'EuCd2', 'EuFe2', 'EuY2O4', 'EuGe3Rh', 'EuN2', 'EuAg2', 'Eu(GaAs)2', 'EuSi2', 'EuP7', 'EuO2', 'EuAg3', 'K3Eu', 'Ce3Eu', 'EuF3', 'EuZn13', 'EuIn', 'EuHO3', 'EuGe3Pt', 'EuAl2', 'Li3Eu', 'EuN', 'EuAl4', 'EuNi5', 'Sm3Eu', 'CsEu', 'EuTl', 'EuPb3', 'EuGe3', 'Nd3Eu', 'Eu(GaP)2', 'Na3Eu', 'EuSi', 'EuHg3', 'EuY3', 'EuI2', 'EuEr', 'EuClO2', 'EuGe2', 'EuIn2', 'EuCr3', 'EuGe', 'EuSi3Ir', 'YbEu', 'EuZn2', 'Eu(ZnSn)2', 'EuGe3Pd', 'EuS2', 'EuGe3Ir', 'EuC2', 'Ac3Eu', 'EuC10', 'EuCl2', 'Eu(GePt)2', 'NaEuF4', 'EuMg3', 'EuAlGe', 'EuPt2', 'Tb3Eu', 'EuPd', 'EuCd3', 'EuBi3', 'EuAl3Si', 'EuSeO3', 'EuSe2', 'EuBi2', 'EuSi3Rh', 'EuRe2', 'EuHg', 'EuSn3', 'EuNiGe3', 'EuIn4', 'La3Eu', 'EuMg', 'EuAsPt', 'EuB12', 'EuSi3Ni', 'Eu(HO)3', 'EuTl2', 'EuGa', 'EuCu2', 'EuTl3', 'EuCl3', 'EuZn5', 'EuAs3', 'EuZn', 'EuIn3', 'EuS', 'EuB6', 'EuAl', 'Ca3Eu', 'EuNb3', 'EuTh3', 'EuMg149', 'EuBrO2', 'EuCd', 'EuAu2', 'EuRh2', 'EuBr3']"
